,CAMIS,ZIPCODE,CUISINE DESCRIPTION,GRADE,ClosestWorkingTankDis,ClosestBadTankDis,BORO_Bronx,BORO_Brooklyn,BORO_Manhattan,BORO_Queens,BORO_Staten Island,RESULT,Pop,White,Black,Hispanic,Native,Asian,Inc,Unemp
12600,50075069,2.831124894276854,2.9712918660287087,2.0,0.0571205957367946,1.2660990432307913,0.0,0.0,1.0,0.0,0.0,0.0,6384.0,40.9,9.1,36.3,0.0,13.3,65809.0,5.7
12601,50075077,2.717884130982368,2.6094334913900674,3.0,1.6776851031648832,7.990195221582784,0.0,0.0,0.0,0.0,1.0,1.0,1531.0,10.8,41.7,38.3,0.0,0.6,7082.0,30.2
12602,50075079,2.5846153846153848,2.7798186201354604,3.0,0.6925443691889455,4.257272583307359,1.0,0.0,0.0,0.0,0.0,0.0,5299.0,0.2,71.4,23.0,0.0,1.7,26652.0,12.8
12603,50075103,2.791741472172352,2.779818620135461,3.0,0.0288861071064319,1.8869105571353129,0.0,0.0,1.0,0.0,0.0,0.0,4463.0,79.1,1.1,5.4,1.3,11.0,98530.0,2.6
12604,50075106,2.75164113785558,2.77768479776848,1.0,0.4279236694316194,4.766416631045026,1.0,0.0,0.0,0.0,0.0,0.0,7622.0,0.7,23.8,73.2,0.0,1.2,14042.0,15.0
12605,50075108,2.820864790665752,2.8850716757291157,3.0,0.4364889365712819,5.604655558306626,0.0,1.0,0.0,0.0,0.0,0.0,5290.0,46.7,1.7,30.6,0.0,19.3,20590.0,9.7
12606,50075118,2.607099143206854,2.689588564805872,1.0,0.1468856907144764,6.395701517723768,0.0,0.0,1.0,0.0,0.0,1.0,9704.0,26.9,2.8,67.0,0.0,2.1,23001.0,13.7
12607,50075139,2.7596273291925466,2.6709251101321585,3.0,0.1632970459733393,2.608022031971611,0.0,0.0,0.0,1.0,0.0,1.0,8512.0,5.6,2.2,42.1,1.1,46.4,21662.0,3.5
12608,50075147,2.74746192893401,2.6094334913900674,3.0,0.2458117968011286,4.871313296751816,0.0,0.0,1.0,0.0,0.0,0.0,6890.0,21.1,25.5,47.8,0.0,2.0,28203.0,9.7
12609,50075155,2.805732484076433,2.6753664640686448,3.0,0.0449811094291528,1.806228697322105,0.0,0.0,1.0,0.0,0.0,0.0,6476.0,64.1,1.5,17.3,0.0,14.8,59917.0,5.1
12610,50075156,2.688116486613433,2.843806104129264,3.0,0.4854196293436308,2.028300604243941,0.0,0.0,0.0,1.0,0.0,0.0,6423.0,32.9,0.0,40.9,0.0,24.8,30300.0,3.4
12611,50075157,2.77466433158202,2.5936507936507938,3.0,0.1049314173861327,1.6226471618423652,0.0,0.0,1.0,0.0,0.0,1.0,8614.0,66.6,3.1,9.0,0.1,18.8,58442.0,4.9
12612,50075173,2.717884130982368,2.891644908616188,3.0,0.8103027534490269,7.592885030406671,0.0,0.0,0.0,0.0,1.0,1.0,2609.0,78.7,4.8,8.8,0.0,6.8,41245.0,8.3
12613,50075175,2.7849877236057523,2.834724483081079,3.0,0.0204476161010135,1.243622766012191,0.0,0.0,1.0,0.0,0.0,0.0,3299.0,72.9,3.8,4.2,0.0,15.6,84944.0,8.4
12614,50075191,2.739247311827957,2.6753664640686448,3.0,0.5303157505164331,4.521852683634148,0.0,1.0,0.0,0.0,0.0,0.0,3789.0,11.7,30.5,49.7,0.0,7.8,14690.0,22.8
12615,50075193,2.790192926045016,2.834724483081079,3.0,0.065207724494007,0.986377479321308,0.0,0.0,1.0,0.0,0.0,0.0,8131.0,66.7,4.6,2.7,0.0,22.2,83971.0,2.6
12616,50075196,2.8570119156736937,2.834724483081079,3.0,0.2072502701447383,2.362664016142054,0.0,1.0,0.0,0.0,0.0,0.0,2837.0,24.6,38.1,14.1,0.0,16.9,32328.0,10.8
12617,50075209,2.875621890547264,2.6260712674785744,3.0,1.6233140049097532,9.76438946724744,0.0,0.0,0.0,1.0,0.0,0.0,5482.0,9.5,20.3,19.2,1.1,25.5,22143.0,6.7
12618,50075218,2.7948290241868228,2.834724483081079,3.0,0.0467913525982822,4.898895317349531,0.0,0.0,0.0,1.0,0.0,0.0,5442.0,59.3,4.3,14.7,0.0,20.5,51800.0,4.7
12619,50075223,2.6586501163692784,2.804656538969617,3.0,0.3181570079727126,7.0069587815555785,1.0,0.0,0.0,0.0,0.0,0.0,6808.0,15.5,8.4,73.2,0.0,1.2,13881.0,8.7
12620,50075224,2.7974193548387096,2.834724483081079,3.0,0.1968116414554704,1.143593647321224,0.0,0.0,0.0,1.0,0.0,0.0,5815.0,59.8,0.9,16.4,0.0,17.9,61061.0,6.5
12621,50075227,2.816023738872404,2.714226260664493,2.0,0.8554064925006061,4.6863153839819365,0.0,0.0,0.0,1.0,0.0,0.0,2699.0,38.6,0.1,38.6,0.0,19.8,24340.0,7.2
12622,50075231,2.7596273291925466,2.6834381551362685,3.0,0.187754186107249,2.634458249483905,0.0,0.0,0.0,1.0,0.0,1.0,8512.0,5.6,2.2,42.1,1.1,46.4,21662.0,3.5
12623,50075238,2.763013698630137,2.834724483081079,3.0,0.8549091226503306,0.6365194987023532,0.0,0.0,0.0,1.0,0.0,0.0,3845.0,59.0,0.5,19.9,0.0,16.5,35662.0,7.9
12624,50075239,2.801546391752577,2.714226260664493,3.0,0.0421598947563861,0.2165195312208727,0.0,0.0,1.0,0.0,0.0,0.0,7306.0,60.1,2.4,10.0,0.0,25.4,101494.0,2.2
12625,50075241,2.578703703703704,2.834724483081079,3.0,0.2717776345544387,6.145784145365776,1.0,0.0,0.0,0.0,0.0,0.0,5917.0,1.8,31.9,64.6,0.0,1.4,13012.0,13.2
12626,50075243,2.7596273291925466,2.6834381551362685,3.0,0.1129395701970921,2.423251848235952,0.0,0.0,0.0,1.0,0.0,1.0,4557.0,3.7,1.6,39.5,0.0,55.2,19769.0,4.8
12627,50075247,2.6586501163692784,2.779818620135461,3.0,0.1596204355212415,6.969982246159756,1.0,0.0,0.0,0.0,0.0,0.0,5908.0,23.0,10.2,63.5,1.3,1.4,10723.0,14.5
12628,50075248,2.816885964912281,2.8850716757291157,3.0,0.0442941466242233,2.27418867660677,0.0,0.0,1.0,0.0,0.0,0.0,8486.0,62.8,4.0,20.2,0.0,9.6,87900.0,3.2
12629,50075251,2.863867684478372,2.834724483081079,3.0,0.2106743549192957,3.516104902949137,0.0,1.0,0.0,0.0,0.0,0.0,4289.0,29.1,8.3,51.4,1.0,9.5,21002.0,12.6
12630,50075257,2.842293906810036,2.8850716757291157,3.0,0.1791118029335662,2.338674546433104,0.0,1.0,0.0,0.0,0.0,0.0,1087.0,72.8,2.7,10.8,0.0,10.2,65113.0,5.4
12631,50075268,2.790192926045016,2.821428571428572,3.0,0.0364544258483896,0.8287809548904236,0.0,0.0,1.0,0.0,0.0,0.0,8131.0,66.7,4.6,2.7,0.0,22.2,83971.0,2.6
12632,50075270,2.5942028985507246,2.714226260664493,3.0,1.4142813507421697,7.0235779183771,0.0,0.0,0.0,1.0,0.0,0.0,3586.0,5.6,8.6,31.5,2.2,34.1,18872.0,10.2
12633,50075290,2.762130177514793,2.8326446280991737,3.0,0.0468828509005871,2.065430040062492,0.0,0.0,1.0,0.0,0.0,0.0,6751.0,76.6,1.5,7.1,0.0,9.9,100936.0,1.4
12634,50075296,2.6817733990147783,2.770718232044199,3.0,0.116175613486863,7.627171517858407,0.0,0.0,0.0,1.0,0.0,1.0,5817.0,0.6,16.5,29.9,0.8,46.2,14468.0,7.9
12635,50075297,2.670737222976029,2.688087774294671,2.0,0.1696763998235472,5.039939469040594,0.0,0.0,0.0,1.0,0.0,0.0,4381.0,12.5,0.8,10.0,0.0,73.0,22656.0,9.2
12636,50075315,2.778688524590164,2.7798186201354604,2.0,0.4298697984632312,5.9133235465055,1.0,0.0,0.0,0.0,0.0,1.0,5587.0,3.3,19.4,63.7,1.5,9.3,15194.0,9.4
12637,50075318,2.831124894276854,2.8326446280991737,3.0,0.022525884484566,0.541569189408838,0.0,0.0,1.0,0.0,0.0,0.0,982.0,72.8,2.2,7.1,0.0,17.8,118143.0,6.2
12638,50075319,2.7596273291925466,2.8199898011218765,3.0,0.1560268995996173,3.2746291412270008,0.0,0.0,0.0,1.0,0.0,1.0,4703.0,27.0,2.4,19.3,0.0,47.8,29022.0,2.4
12639,50075323,2.809284818067754,2.8326446280991737,3.0,1.4419338844912792,4.04867498139301,0.0,0.0,0.0,1.0,0.0,0.0,4932.0,42.8,2.0,45.4,0.0,9.1,23000.0,10.2
12640,50075330,2.817622950819672,2.6709251101321585,3.0,0.039149283060122,1.5183894961776516,0.0,0.0,1.0,0.0,0.0,0.0,7671.0,84.9,1.4,5.1,0.0,7.4,141682.0,5.5
12641,50075331,2.8180542563143125,2.834724483081079,3.0,0.0682661005332221,0.9854213214199746,0.0,0.0,1.0,0.0,0.0,0.0,3035.0,40.5,9.9,23.5,0.0,23.0,80989.0,7.7
12642,50075332,2.818045112781955,2.834724483081079,3.0,0.0137381455974356,0.8280894437006039,0.0,0.0,1.0,0.0,0.0,0.0,6974.0,53.6,3.1,26.1,0.0,15.2,57341.0,6.6
12643,50075346,2.790192926045016,2.834724483081079,3.0,0.0004607531437555,0.4878593801835485,0.0,0.0,1.0,0.0,0.0,0.0,5045.0,80.8,2.0,6.3,0.0,10.1,104572.0,4.9
12644,50075350,2.763013698630137,2.6834381551362685,3.0,0.9698238034862042,0.8707384933951751,0.0,0.0,0.0,1.0,0.0,0.0,3367.0,66.2,3.0,20.6,0.0,8.7,32201.0,9.3
12645,50075369,2.7974193548387096,2.6753664640686448,2.0,0.65765556004815,0.4047099131913823,0.0,0.0,0.0,1.0,0.0,1.0,3964.0,55.0,1.7,21.0,0.4,19.6,26837.0,7.0
12646,50075379,2.84902411021814,2.779818620135461,3.0,1.115145392501234,3.860615309812357,0.0,1.0,0.0,0.0,0.0,0.0,2104.0,57.4,4.3,30.7,0.0,3.6,44771.0,3.7
12647,50075402,2.8570119156736937,2.733296213808463,3.0,0.002501169959036,1.9865119654531984,0.0,1.0,0.0,0.0,0.0,0.0,3532.0,1.9,45.4,29.0,0.0,22.5,9786.0,23.3
12648,50075407,3.0,2.8199898011218765,3.0,0.0323319129758636,0.7732127878977,0.0,0.0,1.0,0.0,0.0,0.0,3060.0,72.6,3.4,3.5,0.0,18.3,108621.0,0.9
12649,50075411,2.817622950819672,2.733296213808463,3.0,0.0510007813610435,1.5442840252617684,0.0,0.0,1.0,0.0,0.0,0.0,7671.0,84.9,1.4,5.1,0.0,7.4,141682.0,5.5
12650,50075415,2.7959025898724392,2.804656538969617,3.0,0.0211599734138036,0.1989360633180478,0.0,0.0,1.0,0.0,0.0,0.0,1683.0,74.2,1.3,13.6,0.4,7.5,103118.0,3.6
12651,50075416,2.74746192893401,2.8326446280991737,3.0,0.3207914577801218,5.050797548189035,0.0,0.0,1.0,0.0,0.0,0.0,7450.0,11.9,30.4,51.1,0.3,3.1,21623.0,8.3
12652,50075419,2.831124894276854,2.834724483081079,3.0,0.0835109674211636,0.877255135122193,0.0,0.0,1.0,0.0,0.0,0.0,2775.0,59.9,4.1,17.9,0.0,16.0,88608.0,4.4
12653,50075440,2.8180542563143125,2.834724483081079,3.0,0.0693793412256566,0.8172361785507222,0.0,0.0,1.0,0.0,0.0,0.0,2054.0,44.1,2.3,7.1,0.0,41.2,85826.0,7.3
12654,50075441,2.7959025898724392,2.733296213808463,3.0,0.0211599734138036,0.1989360633180478,0.0,0.0,1.0,0.0,0.0,0.0,1683.0,74.2,1.3,13.6,0.4,7.5,103118.0,3.6
12655,50075442,2.688116486613433,2.552833078101072,3.0,0.8077186503549802,2.90421033065172,0.0,0.0,0.0,1.0,0.0,0.0,8196.0,3.1,2.0,82.6,0.0,8.7,15296.0,9.2
12656,50075448,2.7959025898724392,2.804656538969617,3.0,0.0211599734138036,0.1989360633180478,0.0,0.0,1.0,0.0,0.0,0.0,1683.0,74.2,1.3,13.6,0.4,7.5,103118.0,3.6
12657,50075450,2.6762886597938143,2.828252788104089,2.0,0.0954356901561316,6.709213496794889,0.0,0.0,1.0,0.0,0.0,0.0,7558.0,10.0,10.2,78.2,0.2,1.2,15978.0,10.0
12658,50075485,2.82614742698192,2.971291866028708,3.0,0.0561849136460275,0.7277060685814136,0.0,0.0,1.0,0.0,0.0,0.0,4374.0,66.0,1.9,10.6,0.0,19.5,93787.0,3.3
12659,50075522,2.7125435540069684,2.6260712674785744,3.0,0.1176671939161793,6.129150359209291,0.0,1.0,0.0,0.0,0.0,0.0,5679.0,1.4,67.5,30.6,0.0,0.5,15470.0,21.4
12660,50075523,2.809284818067754,2.733296213808463,2.0,0.8327639305645749,4.783401910981625,0.0,0.0,0.0,1.0,0.0,1.0,1490.0,70.7,0.0,28.9,0.0,0.3,38955.0,5.9
12661,50075536,2.869212962962963,2.779818620135461,3.0,2.1848224293510072,10.751130893356365,0.0,0.0,0.0,0.0,1.0,1.0,7273.0,63.7,7.3,19.1,0.0,7.7,32641.0,7.1
12662,50075543,2.608843537414966,2.714226260664493,3.0,0.0971461356519275,3.8429840555571375,1.0,0.0,0.0,0.0,0.0,0.0,5487.0,4.8,32.7,60.5,0.0,1.4,11967.0,11.6
12663,50075544,2.739247311827957,2.99999999999884,3.0,0.5912801433917041,4.380487016827966,0.0,1.0,0.0,0.0,0.0,0.0,4346.0,11.4,67.1,13.3,0.0,3.9,28576.0,16.6
12664,50075574,2.7547169811320757,2.714226260664493,3.0,0.113591071939867,9.91499595789898,0.0,0.0,0.0,1.0,0.0,1.0,13061.0,1.5,91.9,4.8,0.0,0.9,25751.0,9.1
12665,50075575,2.720212765957447,2.8850716757291157,3.0,0.6026935448738631,9.186234717685473,0.0,1.0,0.0,0.0,0.0,0.0,1893.0,38.7,11.2,7.1,0.0,42.0,26138.0,8.1
12666,50075583,2.84902411021814,2.8961485557083906,3.0,0.1538771375677565,3.400211165824181,0.0,1.0,0.0,0.0,0.0,0.0,4289.0,78.6,2.0,7.2,0.6,8.0,70579.0,2.1
12667,50075590,2.810756972111554,2.7390350877192984,3.0,3.769249550759614,11.135392270348012,0.0,0.0,0.0,0.0,1.0,1.0,3031.0,75.5,0.9,14.0,0.0,8.3,48817.0,1.6
12668,50075597,2.802474591250552,2.8850716757291157,3.0,0.0729942166732104,1.1949221924320843,0.0,0.0,1.0,0.0,0.0,0.0,2278.0,68.7,5.0,15.4,0.0,4.8,112533.0,4.4
12669,50075608,2.854922279792746,2.6094334913900674,3.0,0.0561721691996974,0.6940892211119922,0.0,0.0,1.0,0.0,0.0,1.0,6050.0,7.5,10.8,11.5,0.2,66.3,26578.0,3.3
12670,50075622,2.739247311827957,2.779818620135461,3.0,0.2932267627385774,4.308498695029346,0.0,1.0,0.0,0.0,0.0,0.0,2774.0,11.2,60.2,19.2,0.0,8.1,18375.0,12.1
12671,50075625,2.7974193548387096,2.834724483081079,3.0,0.3707911996750546,1.235714409739537,0.0,0.0,0.0,1.0,0.0,0.0,6392.0,2.0,44.7,43.4,0.9,7.3,13973.0,15.1
12672,50075628,2.7710280373831777,2.779818620135461,3.0,0.8738124284716599,6.147252647631168,0.0,1.0,0.0,0.0,0.0,0.0,3237.0,0.7,85.0,10.4,0.6,1.3,19861.0,7.2
12673,50075643,2.801546391752577,2.689588564805872,3.0,0.0223433696456032,0.3519393767556925,0.0,0.0,1.0,0.0,0.0,0.0,258.0,82.6,0.4,3.1,9.7,4.3,61424.0,0.0
12674,50075654,2.769230769230769,2.80078125,3.0,0.9422146699399736,3.587768670034565,0.0,1.0,0.0,0.0,0.0,0.0,2480.0,23.9,19.0,52.3,0.0,3.8,25196.0,13.2
12675,50075656,2.77466433158202,2.8850716757291157,3.0,0.1924547529555235,1.6234062080395142,0.0,0.0,1.0,0.0,0.0,0.0,8947.0,73.8,6.7,8.5,0.0,9.1,55645.0,4.1
12676,50075666,2.728395061728395,2.714226260664493,3.0,0.1244966404114375,5.483965143632135,1.0,0.0,0.0,0.0,0.0,0.0,5243.0,0.4,39.0,59.4,0.0,0.0,7962.0,19.7
12677,50075668,2.694304253785148,2.714226260664493,2.0,0.0416848928550255,2.6065413841174307,0.0,0.0,1.0,0.0,0.0,0.0,8232.0,70.1,3.0,16.5,0.4,8.7,81041.0,3.9
12678,50075669,2.709401709401709,2.778830963665087,3.0,0.2392327919152839,8.43936433857352,1.0,0.0,0.0,0.0,0.0,0.0,5892.0,7.2,19.9,69.6,0.3,1.3,14963.0,14.6
12679,50075670,2.82614742698192,2.714226260664493,3.0,0.081901865617337,0.6829738979854351,0.0,0.0,1.0,0.0,0.0,0.0,4374.0,66.0,1.9,10.6,0.0,19.5,93787.0,3.3
12680,50075680,2.7776606954689145,2.834724483081079,3.0,0.0470636902621981,1.2027333036821182,0.0,0.0,1.0,0.0,0.0,0.0,12427.0,76.4,1.4,6.1,0.0,13.1,109141.0,2.3
12681,50075701,2.940766550522648,2.6094334913900674,3.0,1.514733658429088,8.87576993590945,0.0,0.0,0.0,1.0,0.0,0.0,4586.0,29.3,0.7,5.3,1.2,63.6,25589.0,5.9
12682,50075716,2.739247311827957,2.489795918367347,3.0,0.2201944713716627,4.292983294277788,0.0,1.0,0.0,0.0,0.0,0.0,2843.0,10.2,74.6,12.4,1.2,0.9,23234.0,20.8
12683,50075717,2.805080352514256,2.8850716757291157,3.0,0.6073976282444805,3.0761266543036947,0.0,1.0,0.0,0.0,0.0,0.0,2776.0,71.6,1.1,9.8,0.0,13.4,61600.0,5.3
12684,50075722,2.7100500577589526,2.834724483081079,2.0,0.1275306032436554,1.003764627192298,0.0,0.0,1.0,0.0,0.0,0.0,7550.0,13.6,0.3,5.0,0.0,78.3,28519.0,4.7
12685,50075726,2.801388888888889,2.779818620135461,3.0,0.4433834996335744,5.007643655439083,0.0,1.0,0.0,0.0,0.0,1.0,5031.0,7.2,72.7,14.6,0.8,2.4,25682.0,13.2
12686,50075728,2.6537982565379825,2.7798186201354604,3.0,0.0601373324584657,7.212850806439062,0.0,1.0,0.0,0.0,0.0,0.0,4438.0,0.0,75.2,23.1,0.0,0.0,12792.0,13.9
12687,50075731,2.769230769230769,2.834724483081079,3.0,1.1547814617973975,4.296353075975001,0.0,1.0,0.0,0.0,0.0,0.0,2436.0,17.6,2.5,57.6,0.0,17.5,22214.0,5.0
12688,50075742,2.791741472172352,2.8961485557083906,3.0,0.066574719944288,1.744884827501579,0.0,0.0,1.0,0.0,0.0,1.0,13162.0,82.9,1.3,6.8,0.0,7.5,91351.0,5.3
12689,50075745,2.8236765318882866,2.8961485557083906,3.0,0.0913064201047899,1.7519349387773349,0.0,0.0,1.0,0.0,0.0,0.0,4581.0,71.4,1.7,9.5,2.4,12.6,117917.0,1.2
12690,50075750,2.791741472172352,2.8850716757291157,3.0,0.0632129353636482,1.9558622809238129,0.0,0.0,1.0,0.0,0.0,0.0,6751.0,76.6,1.5,7.1,0.0,9.9,100936.0,1.4
12691,50075751,2.7525179856115107,2.8850716757291157,3.0,0.2665175973182762,3.311443723840566,0.0,1.0,0.0,0.0,0.0,0.0,3223.0,58.2,21.5,5.8,0.0,9.9,49575.0,8.9
12692,50075758,2.6227709190672157,2.8326446280991737,3.0,0.5065761383961462,4.850942634024352,1.0,0.0,0.0,0.0,0.0,1.0,7622.0,0.7,23.8,73.2,0.0,1.2,14042.0,15.0
12693,50075759,2.824795081967213,2.8326446280991737,3.0,0.7021158787971296,3.9962482790675673,0.0,1.0,0.0,0.0,0.0,0.0,3855.0,13.6,74.9,3.9,0.8,4.7,28706.0,20.5
12694,50075766,2.7737789203084837,2.6709251101321585,3.0,0.6683462107507978,1.6971393240785475,0.0,0.0,0.0,1.0,0.0,0.0,1217.0,10.9,0.0,7.5,0.0,81.6,19569.0,3.9
12695,50075775,2.846702317290552,2.6709251101321585,3.0,0.3240296522886598,7.527112044839096,0.0,1.0,0.0,0.0,0.0,0.0,3662.0,54.0,1.3,10.8,0.0,33.5,23484.0,13.8
12696,50075787,2.604426002766252,2.911699779249448,3.0,0.0966617391523766,5.75771104867028,0.0,0.0,1.0,0.0,0.0,0.0,12189.0,15.1,4.8,76.9,0.0,3.1,17771.0,17.8
12697,50075808,2.75164113785558,2.770758620689655,2.0,0.2696770697753494,4.727410815484207,1.0,0.0,0.0,0.0,0.0,0.0,4078.0,2.0,28.4,67.4,0.0,0.5,13543.0,16.8
12698,50075822,2.6586501163692784,2.779818620135461,3.0,0.6582850191002615,7.356489511824455,1.0,0.0,0.0,0.0,0.0,0.0,5088.0,3.5,12.8,81.2,0.0,2.5,15653.0,22.3
12699,50075824,2.683585313174946,2.6260712674785744,3.0,0.0760462356138231,3.5606279671140544,0.0,0.0,1.0,0.0,0.0,0.0,3176.0,23.0,51.5,17.0,0.0,3.5,40761.0,3.1
12700,50075833,2.7074468085106385,2.779818620135461,3.0,0.2354418423562778,6.235324018804968,0.0,0.0,0.0,0.0,1.0,0.0,1738.0,41.0,17.4,19.8,0.0,17.5,35375.0,11.7
12701,50075837,2.829004329004329,2.7798186201354604,3.0,6.643373751420472,14.241676540574725,0.0,0.0,0.0,0.0,1.0,0.0,7468.0,84.7,0.0,12.7,0.0,2.2,34565.0,10.0
12702,50075859,2.8180451127819546,2.834724483081079,3.0,0.030109829413708,0.9390155544168144,0.0,0.0,1.0,0.0,0.0,0.0,3035.0,40.5,9.9,23.5,0.0,23.0,80989.0,7.7
12703,50075871,2.7959025898724392,2.971291866028708,3.0,0.0679158090515392,0.3127191058164296,0.0,0.0,1.0,0.0,0.0,1.0,7654.0,78.0,1.1,5.0,0.0,14.2,120863.0,2.9
12704,50075872,2.688116486613433,2.6017025089605736,1.0,0.6867205669101792,1.83067854871078,0.0,0.0,0.0,1.0,0.0,0.0,6605.0,14.7,1.4,29.5,0.0,54.0,20355.0,7.9
12705,50075877,2.842293906810036,2.6709251101321585,1.0,0.3781661863279316,3.0552517795325773,0.0,1.0,0.0,0.0,0.0,0.0,4244.0,57.2,9.7,25.4,0.0,5.8,72778.0,4.3
12706,50075878,2.7974193548387096,2.778830963665087,3.0,0.3321846445418798,1.165835235196669,0.0,0.0,0.0,1.0,0.0,0.0,6392.0,2.0,44.7,43.4,0.9,7.3,13973.0,15.1
12707,50075888,2.784405824330672,2.779818620135461,3.0,0.1750773573644486,1.7738928366667723,0.0,0.0,1.0,0.0,0.0,0.0,3929.0,49.0,5.8,30.5,0.0,11.5,65689.0,11.3
12708,50075896,2.769230769230769,2.751020408163265,3.0,0.814371578958565,4.079143356879045,0.0,1.0,0.0,0.0,0.0,0.0,5655.0,15.4,1.4,69.8,0.0,12.9,19242.0,11.7
12709,50075900,2.824795081967213,2.6260712674785744,3.0,0.6247810852453618,4.071837307772626,0.0,1.0,0.0,0.0,0.0,0.0,3973.0,17.0,74.7,3.1,0.0,3.9,28455.0,11.3
12710,50075902,2.854922279792746,2.8850716757291157,3.0,0.0512647589524598,0.4246159731932674,0.0,0.0,1.0,0.0,0.0,0.0,2673.0,57.1,7.4,7.3,0.4,23.7,70170.0,12.4
12711,50075906,2.818045112781955,2.863381160324392,3.0,0.0813109532894248,1.267649487411362,0.0,0.0,1.0,0.0,0.0,0.0,5755.0,56.0,5.1,15.0,0.0,20.1,89203.0,7.4
12712,50075907,2.6586501163692784,2.770758620689655,3.0,0.6728390382200379,7.269335114050941,1.0,0.0,0.0,0.0,0.0,0.0,5156.0,10.4,22.2,64.9,0.6,1.0,18561.0,18.4
12713,50075916,2.720212765957447,2.91324028668427,3.0,0.5669554846047664,9.090156337154346,0.0,1.0,0.0,0.0,0.0,0.0,4954.0,14.5,50.8,29.7,0.2,4.5,11509.0,20.9
12714,50075917,2.8564356435643563,2.770758620689655,3.0,0.1248783309161266,3.806117129445134,0.0,0.0,0.0,1.0,0.0,0.0,5571.0,59.6,1.8,11.5,0.0,24.2,33971.0,7.0
12715,50075928,2.688581314878893,2.689030362389814,3.0,0.2417911203721643,4.709430630376748,0.0,1.0,0.0,0.0,0.0,0.0,5097.0,2.9,58.4,31.6,1.2,4.3,19896.0,14.6
12716,50075946,2.7100500577589526,2.714226260664493,3.0,0.187065384765242,0.8036938747077791,0.0,0.0,1.0,0.0,0.0,0.0,7550.0,13.6,0.3,5.0,0.0,78.3,28519.0,4.7
12717,50075962,2.802474591250552,2.779818620135461,3.0,0.0646234459985959,0.9372321945445534,0.0,0.0,1.0,0.0,0.0,0.0,4288.0,55.4,0.1,7.8,0.0,27.1,68346.0,8.6
12718,50075964,2.802474591250552,2.804656538969617,3.0,0.0650835257988327,1.0091108824841744,0.0,0.0,1.0,0.0,0.0,0.0,6264.0,77.4,3.7,5.5,0.0,9.5,68694.0,3.4
12719,50075968,2.8029556650246303,2.8850716757291157,3.0,0.1533914749334097,3.3496592256724447,0.0,0.0,1.0,0.0,0.0,0.0,7569.0,19.0,59.2,16.8,0.0,3.1,27843.0,12.5
12720,50075973,2.824795081967213,2.863381160324392,3.0,0.6107204585859494,3.81111407934428,0.0,1.0,0.0,0.0,0.0,0.0,3855.0,13.6,74.9,3.9,0.8,4.7,28706.0,20.5
12721,50075990,2.77466433158202,2.779818620135461,3.0,0.2004902166464904,1.7532576964059152,0.0,0.0,1.0,0.0,0.0,0.0,8947.0,73.8,6.7,8.5,0.0,9.1,55645.0,4.1
12722,50075999,2.736,2.778830963665087,3.0,1.224442637643306,7.175120042249748,0.0,1.0,0.0,0.0,0.0,1.0,3195.0,26.0,0.8,10.7,0.0,61.9,22246.0,7.3
12723,50076005,2.75164113785558,2.834724483081079,3.0,0.4718028941618333,4.902261241668314,1.0,0.0,0.0,0.0,0.0,0.0,7622.0,0.7,23.8,73.2,0.0,1.2,14042.0,15.0
12724,50076007,2.75164113785558,2.834724483081079,3.0,0.4718028941618333,4.902261241668314,1.0,0.0,0.0,0.0,0.0,0.0,7622.0,0.7,23.8,73.2,0.0,1.2,14042.0,15.0
12725,50076009,2.663019693654267,2.733296213808463,3.0,0.0919871258019097,3.4108713590062085,0.0,0.0,1.0,0.0,0.0,0.0,5320.0,21.8,53.3,11.9,0.0,7.2,37019.0,11.0
12726,50076018,2.75164113785558,2.843806104129264,3.0,0.4718028941618333,4.902261241668314,1.0,0.0,0.0,0.0,0.0,0.0,7622.0,0.7,23.8,73.2,0.0,1.2,14042.0,15.0
12727,50076022,2.784405824330672,2.804656538969617,3.0,0.0473812194445548,1.1683989667890735,0.0,0.0,1.0,0.0,0.0,0.0,6264.0,77.4,3.7,5.5,0.0,9.5,68694.0,3.4
12728,50076035,2.750764525993884,2.733296213808463,3.0,0.2595308921854823,1.0354537637549064,0.0,0.0,0.0,1.0,0.0,0.0,3967.0,40.1,0.7,29.7,0.0,28.0,34417.0,12.4
12729,50076040,2.7948290241868228,2.714226260664493,3.0,0.0920320228209407,4.671323048784977,0.0,0.0,0.0,1.0,0.0,0.0,5318.0,60.9,1.3,19.5,0.0,18.2,49597.0,3.4
12730,50076070,2.854922279792746,2.804656538969617,3.0,0.116241776633677,0.6771220845794498,0.0,0.0,1.0,0.0,0.0,0.0,6050.0,7.5,10.8,11.5,0.2,66.3,26578.0,3.3
12731,50076079,2.6762886597938143,2.7045454545454546,2.0,0.0519043231776815,7.189754119684428,0.0,0.0,1.0,0.0,0.0,0.0,12337.0,2.8,3.3,92.0,0.0,1.3,16088.0,21.1
12732,50076081,2.7849877236057523,2.843806104129264,3.0,0.005409180112344,1.02992156357465,0.0,0.0,1.0,0.0,0.0,0.0,186.0,58.1,10.2,1.1,0.0,27.4,84762.0,4.3
12733,50076083,2.77466433158202,2.8850716757291157,3.0,0.0936795991005487,1.6174152773167,0.0,0.0,1.0,0.0,0.0,0.0,8614.0,66.6,3.1,9.0,0.1,18.8,58442.0,4.9
