,BIN,BOROUGH,ZIP,STREET_NAME,BLOCK,LOT,CONFIRMATION_NUM,REPORTING_YEAR,MEET_STANDARDS,LATITUDE,LONGITUDE,CENSUS_TRACT,BBL
25048,1003215,MANHATTAN,10002,MONTGOMERY STREET,259,71,WTI0162859071,2017,Y,40.713053,-73.985045,202.0,1002590071.0
25050,1015782,MANHATTAN,10001,WEST   30 STREET,832,34,WTI0107566634,2018,Y,40.74616,-73.986939,76.0,1008320034.0
25053,1075702,MANHATTAN,10007,CHURCH STREET,80,4,WTI3493305510,2020,Y,40.711453,-74.010504,13.0,1000800004.0
25056,1076177,MANHATTAN,10019,WEST   56 STREET,1008,7503,WTI9730462095,2016,Y,40.764505,-73.979734,137.0,1010087503.0
25061,1024895,MANHATTAN,10106,7 AVENUE,1028,29,WTI1737321877,2017,Y,40.765015,-73.980416,137.0,1010280029.0
25063,2091269,BRONX,10454,East 137th Street,2548,1,WTI9759909028,2020,Y,40.805087,-73.91553,2701.0,2025480001.0
25064,1022710,MANHATTAN,10019,WEST   51 STREET,1003,7501,WTI1789862866,2016,Y,40.761431,-73.982142,131.0,1010037501.0
25066,1001041,MANHATTAN,10006,LIBERTY STREET,52,7502,WTI3302682784,2016,Y,40.709938,-74.012235,13.0,1000527502.0
25071,1047003,MANHATTAN,10128,EAST   91 STREET,1502,52,WTI7452995477,2017,Y,40.783882,-73.956126,15002.0,1015020052.0
25075,2095200,BRONX,10463,SEDGWICK AVENUE,3252,52,WTI9914742534,2020,Y,40.882649,-73.889491,281.0,2032520052.0
25080,1015062,MANHATTAN,10001,WEST   27 STREET,803,7,WTI5721400124,2018,Y,40.746084,-73.992515,95.0,1008030007.0
25084,1043902,MANHATTAN,10021,EAST   69 STREET,1423,7501,WTI6004809061,2018,Y,40.767753,-73.961892,118.0,1014237501.0
25087,1014030001,MANHATTAN,10065,Park Ave,1403,1,WTI2303083484,2019,Y,40.768973,-73.965367,120.0,1014030001.0
25091,1042748,MANHATTAN,10021,EAST   71 STREET,1405,51,WTI2704087231,2018,Y,40.76963,-73.962468,128.0,1014050051.0
25093,1083119,MANHATTAN,10016,EAST   33 STREET,936,7501,WTI8352789910,2016,Y,40.744001,-73.976156,70.0,1009367501.0
25095,1059870,MANHATTAN,10027,RIVERSIDE DRIVE,1994,57,WTI1353926468,2019,Y,40.814556,-73.962475,211.0,1019940057.0
25096,1070746,MANHATTAN,10023,WEST END AVENUE,1179,7501,WTI7725881299,2017,Y,40.777019,-73.986522,155.0,1011797501.0
25101,1034486,MANHATTAN,10036,5 AVENUE,1263,41,WTI9008401572,2019,Y,40.757129,-73.978238,96.0,1012630041.0
25103,1032587,MANHATTAN,10025,AMSTERDAM AVENUE,1226,1,WTI0254569860,2016,Y,40.793806,-73.970533,181.0,1012267502.0
25110,1007712,MANHATTAN,10012,Prince Street,501,15,WTI6933446536,2020,Y,40.725465,-74.000289,49.0,1005010015.0
25115,1057320,MANHATTAN,10025,CATHEDRAL PARKWAY,1894,11,WTI3002635460,2020,Y,40.804287,-73.966985,199.0,1018940011.0
25116,3335934,BROOKLYN,11201,REMSEN STREET,255,36,WTI9421948105,2020,Y,40.693277,-73.991587,9.0,3002550036.0
25119,1009110008,MANHATTAN,10016,East 30th Street,911,8,WTI6590514968,2018,Y,40.743024,-73.979499,70.0,1009110008.0
25122,3328045,BROOKLYN,11212,Dumont Avenue,3777,1,WTI6831706140,2020,Y,40.664767,-73.904901,910.0,3037770001.0
25125,1031140,MANHATTAN,10024,WEST   81 STREET,1195,23,WTI1604806186,2016,Y,40.7823,-73.97234,165.0,1011950023.0
25134,1016058,MANHATTAN,10018,WEST   40 STREET,841,81,WTI1857816858,2017,Y,40.753183,-73.984184,84.0,1008410081.0
25140,1077585,MANHATTAN,10002,MONROE STREET,253,1,WTI4897528420,2016,Y,40.711453,-73.995661,8.0,1002530001.0
25142,1042473,MANHATTAN,10065,EAST   67 STREET,1402,33,WTI6024088787,2018,Y,40.766889,-73.96369,120.0,1014020033.0
25144,1007613,MANHATTAN,10012,MERCER STREET,499,22,WTI7089860552,2019,Y,40.724321,-73.998864,49.0,1004990022.0
25146,1013993,MANHATTAN,10011,WEST   20 STREET,769,53,WTI7673514735,2018,Y,40.742664,-73.998069,87.0,1007690053.0
25147,1030013,MANHATTAN,10023,WEST   73 STREET,1145,25,WTI9555122652,2016,Y,40.778401,-73.978997,157.0,1011450025.0
25152,1015294,MANHATTAN,10011,WEST   15 STREET,816,7501,WTI4043602012,2020,Y,40.737141,-73.994212,54.0,1008167501.0
25153,4444028,QUEENS,11365,64 AVENUE,7117,3,WTI2004583891,2016,Y,40.739206,-73.785369,1347.0,4071170003.0
25156,1076193,MANHATTAN,10036,BROADWAY,1019,7502,WTI1204152819,2019,Y,40.760216,-73.985334,125.0,1010197502.0
25158,1064066,MANHATTAN,10040,FT GEORGE HILL,2170,129,WTI9785587963,2020,Y,40.857442,-73.92782,283.0,1021700129.0
25170,1083734,MANHATTAN,10019,WEST   57 STREET,1047,7501,WTI5511244106,2020,Y,40.767231,-73.984119,139.0,1010477501.0
25174,4210057,QUEENS,11432,HILLSIDE AVENUE,9814,26,WTI2677878752,2020,Y,40.709118,-73.797827,44602.0,4098140026.0
25176,1007942,MANHATTAN,10012,BROADWAY,511,1,WTI4285447336,2017,Y,40.724398,-73.997633,43.0,1005110001.0
25183,1080785,MANHATTAN,10016,MADISON AVENUE,861,15,WTI9764888189,2020,Y,40.746011,-73.984247,74.0,1008610015.0
25184,1064066,MANHATTAN,10040,FT GEORGE HILL,2170,129,WTI3410993988,2020,Y,40.857442,-73.92782,283.0,1021700129.0
25185,1015843,MANHATTAN,10001,WEST   32 STREET,834,16,WTI2046672481,2017,Y,40.747686,-73.98673,76.0,1008340016.0
25200,1018953,MANHATTAN,10016,EAST   36 STREET,892,25,WTI5774070045,2020,Y,40.747795,-73.978447,80.0,1008920025.0
25202,3002650005,BROOKLYN,11201,Livingston Street,265,5,WTI5642186602,2018,Y,40.691751,-73.991966,9.0,3002650005.0
25203,1076193,MANHATTAN,10036,BROADWAY,1019,7502,WTI3834415867,2016,Y,40.760216,-73.985334,125.0,1010197502.0
25205,3324270,BROOKLYN,11207,FLATLANDS AVENUE,4423,7501,WTI9601572301,2020,Y,40.657169,-73.876025,1078.0,3044237501.0
25207,1031607,MANHATTAN,10024,CENTRAL PARK WEST,1204,29,WTI5265737719,2020,Y,40.788063,-73.967315,177.0,1012040029.0
25214,1026863,MANHATTAN,10019,WEST   57 STREET,1066,12,WTI0396484695,2018,Y,40.768434,-73.986956,139.0,1010660012.0
25216,3125490,BROOKLYN,11218,AVENUE C,5358,41,WTI6765811430,2018,Y,40.640981,-73.973091,494.0,3053580041.0
25219,1000000,MANHATTAN,10011,WEST   11 STREET,607,7503,WTI3940010727,2016,Y,40.736027,-73.99978,71.0,1006077503.0
25225,1075696,MANHATTAN,10018,WEST   38 STREET,839,55,WTI7596898029,2017,Y,40.751215,-73.983354,84.0,1008390055.0
25229,1057183,MANHATTAN,10025,WEST  103 STREET,1890,28,WTI9382193059,2020,Y,40.799825,-73.970278,191.0,1018900028.0
25231,1030881,MANHATTAN,10024,WEST   77 STREET,1169,8,WTI6001160179,2020,Y,40.782601,-73.98109,163.0,1011690008.0
25236,3322037,BROOKLYN,11201,ASHLAND PLACE,2068,1,WTI6087255280,2017,Y,40.692908,-73.979074,31.0,3020680001.0
25237,1000817,MANHATTAN,10004,BROAD STREET,24,1,WTI1905994984,2016,Y,40.705351,-74.011502,9.0,1000240001.0
25243,1035405,MANHATTAN,10017,PARK AVENUE,1282,34,WTI7744793383,2019,Y,40.755018,-73.975568,94.0,1012820034.0
25245,1046915,MANHATTAN,10128,EAST   87 STREET,1499,14,WTI4901637124,2018,Y,40.781841,-73.95902,15002.0,1014990014.0
