,BIN,BOROUGH,ZIP,STREET_NAME,BLOCK,LOT,CONFIRMATION_NUM,REPORTING_YEAR,MEET_STANDARDS,LATITUDE,LONGITUDE,CENSUS_TRACT,BBL
11825,1050349,MANHATTAN,10075,EAST   79 STREET,1559,10,WTI5664960913,2020,Y,40.772045,-73.951957,136.0,1015590010.0
11826,1014995,MANHATTAN,10001,WEST   25 STREET,800,74,WTI7275177712,2017,Y,40.744906,-73.993598,91.0,1008000074.0
11832,1028453,MANHATTAN,10023,WEST   68 STREET,1121,17,WTI8464398034,2017,Y,40.774191,-73.97907,153.0,1011210017.0
11833,1047509,MANHATTAN,10075,EAST   80 STREET,1509,16,WTI7291602079,2018,Y,40.775832,-73.958832,140.0,1015090016.0
11838,1037546,MANHATTAN,10017,EAST   42 STREET,1315,24,WTI5680548335,2017,Y,40.750256,-73.973256,88.0,1013157501.0
11844,1023161,MANHATTAN,10019,AVENUE OF THE AMERICAS,1005,29,WTI9730736496,2019,Y,40.761244,-73.979457,131.0,1010050029.0
11848,1016153,MANHATTAN,10003,EAST   19 STREET,847,50,WTI6538745601,2019,Y,40.738244,-73.989423,52.0,1008470050.0
11849,1082185,MANHATTAN,10075,EAST   77 STREET,1411,1,WTI9372348572,2016,Y,40.774178,-73.961148,128.0,1014110001.0
11854,1001100,MANHATTAN,10038,BROADWAY,65,17,WTI5926773916,2019,Y,40.709932,-74.009869,1502.0,1000650017.0
11856,1076078,MANHATTAN,10014,BARROW STREET,590,7502,WTI7221962468,2018,Y,40.732689,-74.002522,67.0,1005907502.0
11858,2016021,BRONX,10463,Bailey Avenue,3263,85,WTI5395788619,2020,Y,40.885298,-73.895418,279.0,2032630085.0
11860,1068187,MANHATTAN,10011,7 AVENUE,796,7501,WTI6337414446,2020,Y,40.742565,-73.996749,87.0,1007967501.0
11862,1015393,MANHATTAN,10011,5 AVENUE,818,41,WTI8841072404,2020,Y,40.737424,-73.992599,54.0,1008180041.0
11869,1077585,MANHATTAN,10002,MONROE STREET,253,1,WTI8492455332,2019,Y,40.71147,-73.995502,8.0,1002530001.0
11870,1030095,MANHATTAN,10023,WEST   75 STREET,1146,61,WTI8431387961,2018,Y,40.780386,-73.979812,161.0,1011460061.0
11871,3029636,BROOKLYN,11238,EASTERN PARKWAY,1179,96,WTI0660197183,2016,Y,40.672887,-73.966946,215.0,3011790096.0
11872,1025009,MANHATTAN,10036,WEST   45 STREET,1036,14,WTI3365747394,2016,Y,40.759555,-73.989297,121.0,1010360014.0
11873,1061186,MANHATTAN,10031,EDGECOMBE AVENUE,2054,62,WTI4321159650,2020,Y,40.829116,-73.939876,23501.0,1020540062.0
11876,1083119,MANHATTAN,10016,EAST   33 STREET,936,7501,WTI8256537234,2020,Y,40.744001,-73.976156,70.0,1009367501.0
11878,4101510007,QUEENS,11432,Jamaica Avenue,10151,7,WTI8167297768,2018,Y,40.704799,-73.796524,44601.0,4101510007.0
11879,1057147,MANHATTAN,10025,RIVERSIDE DRIVE,1889,40,WTI8961174730,2018,Y,40.79909,-73.972156,187.0,1018890040.0
11887,1079143,MANHATTAN,10038,POLICE PLAZA,119,1,WTI3648530773,2017,Y,40.71234,-74.000895,29.0,1001190001.0
11888,1088817,MANHATTAN,10022,PARK AVENUE,1292,7502,WTI9677592953,2020,Y,40.761042,-73.971176,11202.0,1012927502.0
11893,1025137,MANHATTAN,10036,WEST   48 STREET,1039,17,WTI9805613903,2018,Y,40.761377,-73.987803,127.0,1010390017.0
11895,1041856,MANHATTAN,10075,EAST   78 STREET,1393,1,WTI3746263781,2020,Y,40.776218,-73.963984,142.0,1013930001.0
11899,1086171,MANHATTAN,10128,3 AVENUE,1536,7501,WTI5827907790,2016,Y,40.781868,-73.951751,154.0,1015367501.0
11900,1014985,MANHATTAN,10001,WEST   25 STREET,800,7502,WTI5875891166,2017,Y,40.744429,-73.992461,91.0,1008007502.0
11911,1009143,MANHATTAN,10003,EAST   12 STREET,563,7501,WTI1999260394,2020,Y,40.733584,-73.992015,61.0,1005637501.0
11912,1000000,MANHATTAN,10018,AVENUE OF THE AMERICAS,815,26,WTI1079028134,2019,Y,40.753129,-73.985361,113.0,1008150026.0
11913,1056059,MANHATTAN,10025,WEST END AVENUE,1868,1,WTI3723178162,2020,Y,40.795352,-73.973126,183.0,1018680001.0
11915,1048579,MANHATTAN,10028,EAST   82 STREET,1527,45,WTI0337873084,2020,Y,40.776089,-73.955536,138.0,1015270045.0
11916,1088884,MANHATTAN,10002,BIALYSTOKER PLACE,336,5,WTI9588114905,2016,Y,40.71566,-73.982977,12.0,1003360005.0
11940,1024686,MANHATTAN,10036,TIMES SQUARE,1014,33,WTI5217064779,2020,Y,40.756376,-73.986713,119.0,1010140033.0
11941,1017197,MANHATTAN,10016,MADISON AVENUE,867,20,WTI7214477312,2019,Y,40.749878,-73.981406,82.0,1008670020.0
11946,2092768,BRONX,10473,THIERIOT AVENUE,3668,1,WTI6469995841,2019,Y,40.824046,-73.862616,42.0,2036680001.0
11948,1016020,MANHATTAN,10018,WEST   38 STREET,840,7501,WTI5726014839,2017,Y,40.751712,-73.984491,84.0,1008407501.0
11949,4047315,QUEENS,11368,57 AVENUE,1918,52,WTI7483611770,2020,Y,40.736982,-73.864614,455.0,4019180052.0
11953,1015447,MANHATTAN,10011,WEST   18 STREET,820,29,WTI6074219086,2017,Y,40.738851,-73.992599,54.0,1008200029.0
11954,1036451,MANHATTAN,10022,LEXINGTON AVENUE,1305,13,WTI3146390256,2019,Y,40.756651,-73.972264,100.0,1013050013.0
11959,1078260,MANHATTAN,10022,EAST   54 STREET,1366,1,WTI0699659398,2018,Y,40.756223,-73.963923,10601.0,1013660001.0
11961,1080788,MANHATTAN,10016,Park Ave S,861,44,WTI7210756213,2020,Y,40.745492,-73.982515,74.0,1008610044.0
11963,1033820,MANHATTAN,10024,WEST END AVENUE,1245,70,WTI2267654598,2020,Y,40.787072,-73.9792,171.0,1012450070.0
11972,1013429,MANHATTAN,10011,WEST   23 STREET,746,7503,WTI3216725194,2018,Y,40.745466,-73.998917,93.0,1007467503.0
11973,1036061,MANHATTAN,10022,MADISON AVENUE,1293,26,WTI9732663623,2020,Y,40.762384,-73.97228,11202.0,1012930026.0
11974,1043105,MANHATTAN,10021,PARK AVENUE,1409,69,WTI3220388118,2019,Y,40.772872,-73.96252,128.0,1014090069.0
11976,1076843,MANHATTAN,10019,Central Park South,1011,7503,WTI8566299601,2020,Y,40.765978,-73.976972,137.0,1010117503.0
11981,1086160,MANHATTAN,10022,LEXINGTON AVENUE,1313,7501,WTI4193898814,2016,Y,40.761887,-73.968421,11203.0,1013137501.0
11984,1087313,MANHATTAN,10065,EAST   68 STREET,1463,7501,WTI5538084382,2019,Y,40.764998,-73.957269,116.0,1014637501.0
11985,1037164,MANHATTAN,10022,PARK AVENUE,1313,4,WTI0760893618,2016,Y,40.762815,-73.969858,11203.0,1013130004.0
11987,1050765,MANHATTAN,10075,EAST   79 STREET,1576,5,WTI3063091702,2019,Y,40.77122,-73.950004,136.0,1015760005.0
11989,1077414,MANHATTAN,10038,Saint James Place,111,100,WTI1144628767,2020,Y,40.711143,-74.000335,25.0,1001110100.0
11991,3336512,BROOKLYN,11214,CROPSEY AVENUE,6933,55,WTI2974120199,2016,Y,40.589563,-73.990887,314.0,3069330055.0
11995,1043037,MANHATTAN,10021,EAST   73 STREET,1408,20,WTI2891861993,2020,Y,40.770948,-73.961308,128.0,1014080020.0
11996,2095200,BRONX,10463,SEDGWICK AVENUE,3252,52,WTI2588939387,2018,Y,40.882649,-73.889491,281.0,2032520052.0
12000,1069579,MANHATTAN,10010,E 25th St,962,100,WTI7334995409,2020,Y,40.737878,-73.97688,62.0,1009620100.0
12014,1015450,MANHATTAN,10011,WEST   18 STREET,820,36,WTI1557957584,2020,Y,40.738736,-73.992321,54.0,1008200036.0
12018,4444028,QUEENS,11365,64 AVENUE,7117,3,WTI9899966111,2018,Y,40.739623,-73.783859,1347.0,4071170003.0
12019,1077438,MANHATTAN,10007,PARK ROW,161,1,WTI1213692191,2018,Y,40.713193,-73.999917,29.0,1001610001.0
12025,3029313,BROOKLYN,11238,PLAZA ST EAST,1170,5,WTI6988219935,2016,Y,40.67524,-73.969483,207.0,3011700005.0
12036,1083088,MANHATTAN,10001,WEST   27 STREET,776,47,WTI5861559600,2018,Y,40.747124,-73.995023,95.0,1007760047.0
12041,1015475,MANHATTAN,10011,5 AVENUE,821,38,WTI1425655181,2020,Y,40.739178,-73.991321,54.0,1008210038.0
12042,1013429,MANHATTAN,10011,WEST   23 STREET,746,7503,WTI7134320753,2016,Y,40.745466,-73.998917,93.0,1007467503.0
12044,1020567,MANHATTAN,10010,2 AVENUE,927,55,WTI4221137238,2018,Y,40.737124,-73.981449,64.0,1009270055.0
12045,1014428,MANHATTAN,10001,WEST   35 STREET,785,29,WTI3217411350,2018,Y,40.751946,-73.990796,109.0,1007850029.0
12047,1044060,MANHATTAN,10021,EAST   76 STREET,1430,7501,WTI1201878993,2020,Y,40.771912,-73.957745,134.0,1014307501.0
12048,1019164,MANHATTAN,10016,east39th street,894,75,WTI0424888695,2015,Y,40.749779,-73.978024,80.0,1008940075.0
12050,1035428,MANHATTAN,10017,5 AVENUE,1283,72,WTI7668590152,2019,Y,40.756998,-73.97831,94.0,1012830072.0
12053,1083800,MANHATTAN,10019,10 AVENUE,1079,29,WTI6245951164,2020,Y,40.765094,-73.991502,135.0,1010799029.0
12057,1014307,MANHATTAN,10001,WEST   30 STREET,779,7501,WTI4429459767,2018,Y,40.749089,-73.993944,95.0,1007797501.0
12060,1041695,MANHATTAN,10021,EAST   75 STREET,1390,23,WTI5710550327,2019,Y,40.773597,-73.963665,130.0,1013900023.0
12061,1039970,MANHATTAN,10022,EAST   55 STREET,1348,16,WTI5944557583,2020,Y,40.757637,-73.965337,108.0,1013480016.0
12065,1040158,MANHATTAN,10022,EAST   54 STREET,1365,9,WTI9945172482,2017,Y,40.756102,-73.963678,8603.0,1013650009.0
12067,1031607,MANHATTAN,10024,CENTRAL PARK WEST,1204,29,WTI8636111210,2018,Y,40.788063,-73.967315,177.0,1012040029.0
12068,1083504,MANHATTAN,10012,BROADWAY,532,15,WTI9008262119,2016,Y,40.727354,-73.995162,5501.0,1005320015.0
12070,2022564,BRONX,10473,EVERGREEN AVENUE,3650,1,WTI0212169836,2018,Y,40.822347,-73.879612,28.0,2036500001.0
12072,1017598,MANHATTAN,10016,MADISON AVENUE,869,58,WTI0796051483,2019,Y,40.751248,-73.980434,82.0,1008690058.0
12077,1032562,MANHATTAN,10025,COLUMBUS AVENUE,1225,29,WTI6772300477,2018,Y,40.7917,-73.968386,181.0,1012250029.0
12085,1056907,MANHATTAN,10025,CATHEDRAL PARKWAY,1882,24,WTI3272555553,2016,Y,40.803251,-73.964501,199.0,1018820024.0
12088,1043366,MANHATTAN,10022,EAST   60 STREET,1414,7501,WTI0361858706,2017,Y,40.761897,-73.965476,110.0,1014147501.0
12090,1022547,MANHATTAN,10016,1 AVENUE,969,1,WTI9238589276,2020,Y,40.745817,-73.972016,8601.0,1009690001.0
12096,2092431,BRONX,10468,FORDHAM HILL OVAL,3226,53,WTI2105318847,2017,Y,40.863983,-73.908658,261.0,2032260053.0
12098,1000058,MANHATTAN,10280,LIBERTY STREET,16,125,WTI0246804013,2017,Y,40.711537,-74.015673,31703.0,1000160125.0
12100,1089742,MANHATTAN,10069,RIVERSIDE BOULEVARD,1171,7509,WTI8371914141,2020,Y,40.774374,-73.991555,151.0,1011717509.0
12103,1034248,MANHATTAN,10036,W 45th St,1261,27,WTI9625529081,2020,Y,40.755774,-73.980332,96.0,1012610027.0
12105,1001007,MANHATTAN,10005,PINE STREET,41,7504,WTI3768838650,2016,Y,40.706315,-74.007895,7.0,1000417504.0
12106,3170043,BROOKLYN,11214,BAY PARKWAY,6471,90,WTI2341752195,2017,Y,40.596831,-73.999107,294.0,3064710090.0
12108,1035738,MANHATTAN,10022,5 AVENUE,1289,72,WTI7173456310,2020,Y,40.760757,-73.975569,102.0,1012890072.0
12112,1034093,MANHATTAN,10024,RIVERSIDE DRIVE,1251,7501,WTI8247059031,2019,Y,40.792682,-73.976757,179.0,1012517501.0
12129,1035747,MANHATTAN,10022,MADISON AVENUE,1290,21,WTI5225070410,2019,Y,40.760354,-73.973454,102.0,1012900021.0
12130,2092759,BRONX,10473,THIERIOT AVENUE,3642,1,WTI8083048990,2019,Y,40.822154,-73.862172,42.0,2036420030.0
12131,1014781,MANHATTAN,10011,WEST   22 STREET,797,70,WTI5109447511,2020,Y,40.742834,-73.994735,87.0,1007970070.0
12133,1008850,MANHATTAN,10011,5 AVENUE,551,1,WTI7107797838,2020,Y,40.731921,-73.996608,63.0,1005510001.0
12136,1031028,MANHATTAN,10023,WEST END AVENUE,1185,25,WTI8873168039,2020,Y,40.78242,-73.982917,163.0,1011850025.0
12145,1086507,MANHATTAN,10282,NORTH END AVENUE,16,195,WTI3297605887,2018,Y,40.716637,-74.014754,31703.0,1000167523.0
12148,1032587,MANHATTAN,10025,W 95th St,1226,7502,WTI6847349340,2020,Y,40.793004,-73.969938,181.0,1012267502.0
12149,1023157,MANHATTAN,10019,7 AVENUE,1004,20,WTI5822438311,2018,Y,40.761955,-73.982622,131.0,1010040020.0
12152,1014757,MANHATTAN,10011,WEST   21 STREET,796,58,WTI1113068410,2016,Y,40.742065,-73.994818,87.0,1007960058.0
12161,1001189,MANHATTAN,10038,WILLIAM STREET,77,20,WTI7808827173,2018,Y,40.709403,-74.006575,1502.0,1000770020.0
12165,1088447,MANHATTAN,10003,BROADWAY,547,30,WTI8457366548,2019,Y,40.729431,-73.993401,57.0,1005470030.0
12167,1081418,MANHATTAN,10065,Lexington Ave,1403,1,WTI2286889172,2020,Y,40.768069,-73.963935,120.0,1014030001.0
12174,1018513,MANHATTAN,10016,EAST   34 STREET,889,68,WTI2411504846,2018,Y,40.746661,-73.98036,72.0,1008890068.0
12182,1051229,MANHATTAN,10028,EAST   85 STREET,1581,45,WTI4291718141,2020,Y,40.775018,-73.947106,14401.0,1015810045.0
12184,1000826,MANHATTAN,10005,WALL STREET,26,21,WTI3943052226,2020,Y,40.706595,-74.009861,7.0,1000260021.0
12187,1001862,MANHATTAN,10013,BROADWAY,172,1,WTI9480427129,2016,Y,40.717591,-74.003402,31.0,1001720001.0
12188,1041091,MANHATTAN,10065,EAST   65 STREET,1379,51,WTI1576657432,2016,Y,40.767228,-73.968423,122.0,1013790051.0
12194,1081014,MANHATTAN,10023,WEST   66 STREET,1119,21,WTI6493701953,2019,Y,40.772657,-73.979269,153.0,1011190021.0
12195,1033718,MANHATTAN,10024,WEST   79 STREET,1244,8,WTI8123078289,2020,Y,40.784531,-73.981562,167.0,1012440008.0
12203,1010692,MANHATTAN,10014,CHRISTOPHER STREET,610,60,WTI8423184694,2020,Y,40.734065,-73.999762,71.0,1006100060.0
12204,1023456,MANHATTAN,10019,WEST   57 STREET,1009,29,WTI4743796562,2019,Y,40.764428,-73.97747,137.0,1010090029.0
12208,1070014,MANHATTAN,10019,West 56th Street,1028,7501,WTI8515487754,2020,Y,40.765611,-73.982322,137.0,1010287501.0
12209,1020180,MANHATTAN,10016,EAST   35 STREET,916,9,WTI1446175005,2016,Y,40.746205,-73.977173,78.0,1009160009.0
12213,1056391,MANHATTAN,10025,WEST END AVENUE,1870,1,WTI2703923419,2020,Y,40.796512,-73.971898,187.0,1018700001.0
12214,1083768,MANHATTAN,10036,WEST   45 STREET,1054,48,WTI6621720649,2016,Y,40.760914,-73.992578,121.0,1010540048.0
12219,1016164,MANHATTAN,10003,EAST   19 STREET,848,23,WTI0745514223,2020,Y,40.738316,-73.98955,52.0,1008480023.0
12226,1028253,MANHATTAN,10023,WEST   68 STREET,1120,57,WTI4344634010,2020,Y,40.774435,-73.979695,153.0,1011200057.0
12227,1090190,MANHATTAN,10019,WEST   57 STREET,1104,31,WTI5904363087,2020,Y,40.770531,-73.991945,135.0,1011040031.0
12230,4431956,QUEENS,11374,63 ROAD,2086,50,WTI0467178404,2020,Y,40.731966,-73.858927,71701.0,4020860050.0
12233,1031384,MANHATTAN,10024,WEST   86 STREET,1199,55,WTI0932065635,2018,Y,40.785959,-73.970945,169.0,1011990055.0
12236,3413799,BROOKLYN,11233,ST MARKS AVENUE,1452,76,WTI5018434416,2018,Y,40.673494,-73.918516,303.0,3014520076.0
12241,1018924,MANHATTAN,10016,EAST   36 STREET,891,66,WTI1182794967,2020,Y,40.747616,-73.978645,80.0,1008910066.0
12242,1051229,MANHATTAN,10028,EAST   85 STREET,1581,45,WTI3861591939,2019,Y,40.775018,-73.947106,14401.0,1015810045.0
12246,1015161,MANHATTAN,10001,WEST   30 STREET,806,26,WTI0917200946,2020,Y,40.747582,-73.990324,101.0,1008060026.0
12250,1089862,MANHATTAN,10001,WEST   30 STREET,701,42,WTI6892206228,2020,Y,40.752125,-74.001159,99.0,1007017502.0
12252,2000784,BRONX,10451,3 AVENUE,2319,100,WTI5375316965,2020,Y,40.808492,-73.930665,51.0,2023190100.0
12256,1075702,MANHATTAN,10007,CHURCH STREET,80,4,WTI1702649673,2019,Y,40.711453,-74.010504,13.0,1000800004.0
12258,1089806,MANHATTAN,10011,WEST   11 STREET,607,7503,WTI4774145508,2020,Y,40.736027,-73.99978,71.0,1006077503.0
12260,1018924,MANHATTAN,10016,EAST   36 STREET,891,66,WTI7016634521,2019,Y,40.747616,-73.978645,80.0,1008910066.0
12263,3014856,BROOKLYN,11220,55 STREET,828,1,WTI1960513909,2020,Y,40.646941,-74.02093,22.0,3008280001.0
12266,2095220,BRONX,10452,University Avenue,2527,32,WTI7992302276,2020,Y,40.836953,-73.928409,193.0,2025270032.0
12280,1032622,MANHATTAN,10024,WEST END AVENUE,1227,1,WTI0954044235,2018,Y,40.784451,-73.981082,167.0,1012270001.0
12285,3029314,BROOKLYN,11238,PLAZA ST EAST,1170,9,WTI5896799858,2018,Y,40.67529,-73.969558,207.0,3011700009.0
12291,1036514,MANHATTAN,10022,E 55th St,1310,22,WTI0339273160,2020,Y,40.759532,-73.969834,100.0,1013100022.0
12293,1023383,MANHATTAN,10019,WEST   55 STREET,1007,49,WTI7500071270,2019,Y,40.76358,-73.979474,137.0,1010070049.0
12300,1033310,MANHATTAN,10024,WEST   90 STREET,1237,33,WTI4172229595,2019,Y,40.790293,-73.973287,175.0,1012370033.0
12302,1025183,MANHATTAN,10019,WEST   51 STREET,1041,50,WTI5180400331,2020,Y,40.76374,-73.987632,133.0,1010410050.0
12304,3024625,BROOKLYN,11217,PLAZA ST WEST,1064,18,WTI4778902720,2018,Y,40.673553,-73.971405,159.0,3010640018.0
12307,1000000,MANHATTAN,10014,Gansevoort Street,627,43,WTI6430280694,2018,Y,40.739411,-74.004092,77.0,1006270043.0
12314,1037573,MANHATTAN,10017,EAST   44 STREET,1318,19,WTI8097549688,2019,Y,40.751633,-73.972458,90.0,1013180019.0
12319,4103995,QUEENS,11357,powells cove blvd,4574,80,WTI2737479366,2015,Y,40.793952,-73.79719,991.0,4045740080.0
12321,1070696,MANHATTAN,10023,WEST END AVENUE,1158,7502,WTI4075780650,2018,Y,40.777552,-73.98611,155.0,1011587502.0
12323,1035724,MANHATTAN,10022,5 AVENUE,1289,3,WTI3930628978,2020,Y,40.760634,-73.97566,102.0,1012890003.0
12324,4436341,QUEENS,11434,130 AVENUE,12495,2,WTI1900473047,2018,Y,40.676795,-73.771088,33402.0,4124950002.0
12325,1032190,MANHATTAN,10024,WEST   86 STREET,1217,11,WTI0898538137,2016,Y,40.787252,-73.973963,173.0,1012170011.0
12327,3137572,BROOKLYN,11219,49 STREET,5638,19,WTI5865435246,2020,Y,40.639666,-73.999816,114.0,3056380019.0
12329,4115905,QUEENS,11355,KISSENA BOULEVARD,5137,93,WTI5629500304,2019,Y,40.754562,-73.823626,79701.0,4051370093.0
12331,1015489,MANHATTAN,10011,WEST   20 STREET,822,9,WTI7432952802,2018,Y,40.740232,-73.992252,54.0,1008220009.0
12335,3398591,BROOKLYN,11217,DEAN STREET,1118,2,WTI4671601734,2018,Y,40.681736,-73.975306,12902.0,3011180002.0
12341,1048406,MANHATTAN,10128,EAST   94 STREET,1522,59,WTI5861819700,2018,Y,40.784794,-73.95245,15801.0,1015220059.0
12350,1020201,MANHATTAN,10016,EAST   36 STREET,916,61,WTI4822519445,2018,Y,40.746946,-73.977061,78.0,1009160061.0
12351,1082757,MANHATTAN,10007,Broadway,134,7501,WTI9482403910,2016,Y,40.713265,-74.007063,21.0,1001347501.0
12352,1087141,MANHATTAN,10036,WEST   43 STREET,1014,58,WTI9753298736,2018,Y,40.757477,-73.988294,119.0,1010140058.0
12355,4050857,QUEENS,11374,102 STREET,2114,34,WTI4246412429,2020,Y,40.730944,-73.853192,721.0,4021140034.0
12356,1040356,MANHATTAN,10022,EAST   54 STREET,1366,7501,WTI2276589663,2017,Y,40.756157,-73.963761,10601.0,1013667501.0
12358,4541712,QUEENS,11109,CENTER BOULEVARD,21,10,WTI9639079666,2020,Y,40.748376,-73.95681,1.0,4000210010.0
12360,1015291,MANHATTAN,10011,5 AVENUE,816,37,WTI9287695207,2016,Y,40.736354,-73.993379,54.0,1008160037.0
12365,1041243,MANHATTAN,10065,5 AVENUE,1382,69,WTI9265185520,2020,Y,40.76947,-73.969205,122.0,1013820069.0
12370,1014758,MANHATTAN,10011,WEST   21 STREET,796,60,WTI0518508229,2017,Y,40.742101,-73.994901,87.0,1007960060.0
12371,1071461,MANHATTAN,10022,EAST   54 STREET,1309,7502,WTI6882932106,2019,Y,40.759151,-73.97087,100.0,1013097502.0
12377,1016915,MANHATTAN,10016,EAST   29 STREET,858,49,WTI1626164159,2020,Y,40.744436,-73.984807,74.0,1008580049.0
12380,1034253,MANHATTAN,10036,5 AVENUE,1261,41,WTI4506888669,2017,Y,40.756087,-73.979408,96.0,1012610041.0
12381,1015806,MANHATTAN,10001,WEST   32 STREET,833,18,WTI8066071921,2020,Y,40.747889,-73.987253,76.0,1008330018.0
12385,1079989,MANHATTAN,10033,CABRINI BOULEVARD,2179,10,WTI1989972242,2020,Y,40.854265,-73.938971,275.0,1021790010.0
12387,1001127,MANHATTAN,10038,JOHN STREET,69,7502,WTI5644447565,2018,Y,40.708173,-74.006464,1502.0,1000697502.0
12404,1017194,MANHATTAN,10016,MADISON AVENUE,867,15,WTI7681357021,2018,Y,40.749887,-73.981832,82.0,1008670015.0
12405,1076268,MANHATTAN,10017,PARK AVENUE,1302,7501,WTI1828286918,2017,Y,40.755564,-73.975138,92.0,1013027501.0
12412,4431299,QUEENS,11377,39 DRIVE,1238,25,WTI0519898072,2017,Y,40.747172,-73.91107,251.0,4012380025.0
12417,1008629,MANHATTAN,10012,MERCER STREET,535,7501,WTI1592159493,2017,Y,40.728427,-73.995378,5501.0,1005357501.0
12420,1016145,MANHATTAN,10003,5 AVENUE,847,1,WTI2577502578,2018,Y,40.738692,-73.99165,52.0,1008470001.0
12424,1030903,MANHATTAN,10024,WEST END AVENUE,1170,7502,WTI7531595854,2018,Y,40.784064,-73.98136,167.0,1011707502.0
12430,1020567,MANHATTAN,10010,2 AVENUE,927,55,WTI9303625309,2020,Y,40.737124,-73.981449,64.0,1009270055.0
12435,1076123,MANHATTAN,10011,WEST   19 STREET,717,7501,WTI9668184486,2019,Y,40.744709,-74.004695,89.0,1007177501.0
12443,4308862,QUEENS,11354,147 STREET,5004,7501,WTI2377574274,2016,Y,40.765966,-73.819632,1163.0,4050047501.0
12444,1001281,MANHATTAN,10038,WILLIAM STREET,93,20,WTI8184033867,2019,Y,40.709944,-74.006045,1501.0,1000937501.0
12445,1015690,MANHATTAN,10001,5 AVENUE,829,40,WTI2480026899,2016,Y,40.744521,-73.987427,58.0,1008290040.0
12448,1076296,MANHATTAN,10065,EAST   63 STREET,1398,7502,WTI3765058150,2016,Y,40.764639,-73.966113,120.0,1013987502.0
12452,1030887,MANHATTAN,10024,WEST   77 STREET,1169,29,WTI6979725602,2016,Y,40.781937,-73.979494,163.0,1011690029.0
12453,1001408,MANHATTAN,10007,BROADWAY,124,24,WTI8298782514,2017,Y,40.712982,-74.007301,21.0,1001240024.0
12455,1051695,MANHATTAN,10128,PARK AVENUE,1624,1,WTI0437663023,2016,Y,40.786647,-73.952149,15802.0,1016240001.0
12457,1019124,MANHATTAN,10016,EAST   38 STREET,894,6,WTI4869919269,2017,Y,40.749403,-73.979006,80.0,1008940006.0
12460,1083723,MANHATTAN,10019,7 AVENUE,1008,1,WTI1020468627,2018,Y,40.764574,-73.980712,137.0,1010080001.0
12461,1085972,MANHATTAN,10017,MADISON AVENUE,1276,58,WTI6540409095,2016,Y,40.752236,-73.979712,82.0,1012760058.0
12462,1040561,MANHATTAN,10022,EAST   58 STREET,1369,7501,WTI0480359157,2019,Y,40.758698,-73.961781,10601.0,1013697501.0
12468,1013429,MANHATTAN,10011,WEST   23 STREET,746,7503,WTI6210458843,2019,Y,40.745466,-73.998917,93.0,1007467503.0
12472,3024627,BROOKLYN,11217,Plaza Street West,1064,24,WTI1883012680,2020,Y,40.673303,-73.971301,159.0,3010640024.0
12473,1036514,MANHATTAN,10022,E 55th St,1310,22,WTI5398749814,2020,Y,40.759532,-73.969834,100.0,1013100022.0
12480,1010632,MANHATTAN,10011,WEST   13 STREET,609,1,WTI0220104645,2019,Y,40.737487,-73.999264,71.0,1006090001.0
12484,1079000,MANHATTAN,10013,Centre Street,167,1,WTI7857399566,2016,Y,40.716084,-74.001425,29.0,1001670001.0
12487,1041451,MANHATTAN,10021,5 AVENUE,1387,4,WTI5022283760,2016,Y,40.772654,-73.966886,130.0,1013870004.0
12488,1076193,MANHATTAN,10036,BROADWAY,1019,7502,WTI9760739156,2018,Y,40.760216,-73.985334,125.0,1010197502.0
12490,1031010,MANHATTAN,10023,WEST   75 STREET,1184,87,WTI5036994974,2020,Y,40.781965,-73.983563,163.0,1011840087.0
12493,1014030001,MANHATTAN,10065,Lexington Ave,1403,1,WTI6509688530,2019,Y,40.768069,-73.963935,120.0,1014030001.0
12500,1046831,MANHATTAN,10028,EAST   85 STREET,1497,21,WTI8854644504,2016,Y,40.780026,-73.958938,15001.0,1014970021.0
12501,1022615,MANHATTAN,10036,West 43rd Street,996,21,WTI8377293984,2020,Y,40.755843,-73.984382,119.0,1009960021.0
12507,1030966,MANHATTAN,10023,WEST END AVENUE,1183,32,WTI7466852904,2017,Y,40.779659,-73.984596,159.0,1011830032.0
12509,1089742,MANHATTAN,10069,RIVERSIDE BOULEVARD,1171,7509,WTI2591604945,2017,Y,40.774374,-73.991555,151.0,1011717509.0
12521,1015330032,MANHATTAN,10128,East 88th Street,1533,32,WTI3646222870,2019,Y,40.779774,-73.952222,14602.0,1015330032.0
12523,1047074,MANHATTAN,10128,PARK AVENUE,1504,31,WTI7831424302,2018,Y,40.784254,-73.954797,16001.0,1015040031.0
12524,1018902,MANHATTAN,10016,LEXINGTON AVENUE,891,23,WTI6510940407,2019,Y,40.74738,-73.979021,80.0,1008910023.0
12525,4596911,QUEENS,11101,Northern Boulevard,239,7501,WTI1623173532,2020,Y,40.749261,-73.936613,171.0,4002397501.0
12527,1077855,MANHATTAN,10003,4 AVENUE,558,10,WTI1706868947,2018,Y,40.733213,-73.989926,42.0,1005580010.0
12529,1087540,MANHATTAN,10029,3 AVENUE,1628,37,WTI6220116378,2016,Y,40.788047,-73.947258,166.0,1016287503.0
12533,1081014,MANHATTAN,10023,WEST   66 STREET,1119,21,WTI9974799870,2016,Y,40.772657,-73.979269,153.0,1011190021.0
12538,1041681,MANHATTAN,10021,EAST   74 STREET,1389,7501,WTI1441402437,2020,Y,40.773309,-73.96495,130.0,1013897501.0
